essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,AC_types,AR_pairs,AR_types
10,54,body,"<para-body> First of all , <AC> it is easy to point out many benefits users can get from email and text messaging , which answers to the question of their great popularity </AC> . <AC> Before email and mobile phone , human beings communicated by meeting directly , sending letters or later , calling from home phones </AC> . <AC> Such ways usually made people have troubles for the expensiveness , difficulties in far communication or emergency and the loss of information </AC> . However , <AC> email and cell phones have improved the obstacles above </AC> . <AC> People can send or receive electronic letters anywhere and anytime they want </AC> . Especially , <AC> thanks to the function provided by email and text messaging ( SMS ), it is cheaper and faster to transfer a lot of information , even to many people at the same time </AC> . <AC> They are so convenient that the majority of population prefer to use them instead of some traditional ways </AC> . </para-body>","[(1, 32), (33, 57), (58, 82), (84, 96), (97, 111), (113, 149), (150, 170)]","[(5, 32), (34, 57), (59, 82), (86, 96), (98, 111), (115, 149), (151, 170)]","[(1, 4), (33, 33), (58, 58), (84, 85), (97, 97), (113, 114), (150, 150)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
10,55,body,"<para-body> <AC> The popularity of email and text messaging , as a result , leads to the losing of written language ' s position </AC> . <AC> People tend to use slangs and abbreviated words to shorten their writing and save more time in communicating for other activities </AC> . The outcome is that <AC> language in writing is not in its original form </AC> . Even in some cases , <AC> people compose a message with only emoticons ( the expressions by face created by service providers ), which means there is no room for writing or typing texts </AC> . Moreover , <AC> it is more dangerous that youngsters sometimes use such new languages in their studying , writing assignments </AC> . <AC> If that tendency continues at a rapid pace , written language may face up to a real problem about its stand </AC> . </para-body>","[(0, 24), (25, 48), (50, 64), (66, 100), (102, 122), (123, 146)]","[(1, 24), (26, 48), (54, 64), (71, 100), (104, 122), (124, 146)]","[(0, 0), (25, 25), (50, 53), (66, 70), (102, 103), (123, 123)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(2, 1), (0, 2), (2, 3), (0, 4), (0, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
10,56,conclusion,"<para-conclusion> In conclusion , <AC> we cannot deny the threat from email and text messaging to the status of written language because their obvious popularity </AC> . Nevertheless , educators and individuals themselves , especially the youths should pay ore attention to this matter so that we can take advantages of the new language along with preserving the traditional one . </para-conclusion>","[(1, 25)]","[(4, 25)]","[(1, 3)]",['MajorClaim'],[],[]
11,57,prompt,<prompt> Using animals for the benefit of the human beings </prompt>,[],[],[],[],[],[]
11,58,intro,"<para-intro> With the rapid development of the standard of people ' s life , increasing numbers of animal experiments are done , new medicines and foods , for instance . Some opponents says that it is cruel to animals and nature , however , I believe that no sensible person will deny that <AC> it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals </AC> . In my essay , I will discuss this issue from twofold aspects . </para-intro>","[(30, 76)]","[(53, 76)]","[(30, 52)]",['MajorClaim'],[],[]
11,59,body,"<para-body> First of all , as we all know , <AC> animals are friendly and vital for people </AC> , because <AC> if there are no animals in the world , the balance of nature will broke down , and we , human , will die out as well </AC> . <AC> The animal experiments accelerate the vanishing of some categories of animals </AC> . In other words , <AC> doing this various testing is a hazard of human ' s future and next generation </AC> . </para-body>","[(1, 18), (19, 49), (50, 63), (65, 85)]","[(10, 18), (21, 49), (51, 63), (69, 85)]","[(1, 9), (19, 20), (50, 50), (65, 68)]","['Premise', 'Premise', 'Premise', 'Claim']","[(3, 0), (0, 1), (3, 2)]","['Support', 'Support', 'Support']"
11,60,body,"<para-body> Though <AC> animal experiments have negative impact on the natural balance </AC> , <AC> it is necessary to make sure that people can live a long life </AC> . To begin with , <AC> it is indisputable that every new kind food or pill may be noxious , and scientists must do something to insure that the new invention benefits people instead of making people ill or even dying </AC> . <AC> The new foods or medicines are invented to promote the quantity of human ' s life </AC> . Thus <AC> even if they are volunteers ; they cannot take the place of animals to test the new foods or medicines </AC> . Furthermore , <AC> it also have potentially harm for human ' s health without any testing </AC> . </para-body>","[(1, 12), (13, 28), (30, 70), (71, 89), (91, 113), (115, 131)]","[(2, 12), (14, 28), (34, 70), (72, 89), (92, 113), (117, 131)]","[(1, 1), (13, 13), (30, 33), (71, 71), (91, 91), (115, 116)]","['Premise', 'Premise', 'Claim', 'Premise', 'Premise', 'Premise']","[(2, 0), (0, 1), (2, 3), (2, 4), (2, 5)]","['Attack', 'Attack', 'Support', 'Support', 'Support']"
11,61,conclusion,"<para-conclusion> To sum up , I reaffirm that although <AC> there is some disadvantages of animals ' profits </AC> , <AC> the merits of animal experiments still outweigh the demerits </AC> . </para-conclusion>","[(1, 18), (19, 30)]","[(9, 18), (20, 30)]","[(1, 8), (19, 19)]","['Claim', 'MajorClaim']",[],[]
12,62,prompt,<prompt> Television is the culprit for destroying communication between friends & family </prompt>,[],[],[],[],[],[]
12,63,intro,"<para-intro> It is very hard to find a home that does not have a television . Nowadays , number of television channels and programs are increasing everyday . Unfortunately , <AC> most of people do not have a plan for make a limitation or schedule for watching television </AC> . I agree with that idea that <AC> television devastate families ties </AC> . </para-intro>","[(28, 48), (50, 61)]","[(30, 48), (56, 61)]","[(28, 29), (50, 55)]","['Claim', 'MajorClaim']",[],[]
12,64,body,"<para-body> <AC> In spite of enjoying watching television shows , it is really time consuming task </AC> . <AC> Emergence of new television channels or shows are not surprising </AC> . <AC> We kill time by tracking these channels so at the end of the day we understand it is late for doing any other activities </AC> . <AC> This is a problem that suffers all of us everyday </AC> . At the end , <AC> there is no time for call to our parents or friends </AC> . </para-body>","[(0, 16), (17, 29), (30, 56), (57, 69), (71, 87)]","[(1, 16), (18, 29), (31, 56), (58, 69), (75, 87)]","[(0, 0), (17, 17), (30, 30), (57, 57), (71, 74)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4)]","['Support', 'Support', 'Support', 'Support']"
12,65,body,"<para-body> Second , I think <AC> watching television programs makes us lazy </AC> . <AC> We usually spend our times in front of television for at least three ours a day when we come back home after eight - hour working in the office </AC> . Hence , <AC> we do not have time to spend for healthy activity such as going to a gym or doing other sports </AC> . <AC> This makes us a lazy person who prefers to do sedentary activities like watching television shows rather than be active and sociable </AC> . </para-body>","[(1, 12), (13, 44), (46, 69), (70, 94)]","[(5, 12), (14, 44), (48, 69), (71, 94)]","[(1, 4), (13, 13), (46, 47), (70, 70)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
12,66,body,"<para-body> Last but not least , <AC> some television programs have a negative effect on viewers </AC> . <AC> Some thriller or action movies advertise negative activities such as doing criminal activity </AC> . <AC> These genre of programs has more negative effects on our teenagers </AC> . <AC> They usually try to mimic what they see on movies in their daily behaviors </AC> . </para-body>","[(1, 16), (17, 32), (33, 46), (47, 63)]","[(6, 16), (18, 32), (34, 46), (48, 63)]","[(1, 5), (17, 17), (33, 33), (47, 47)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
12,67,conclusion,"<para-conclusion> To sum up , <AC> killing our time , making us lazy , and advertising negative behaviors are just only few reasons to show how television is destructive </AC> . I think <AC> it is a global problem to solve this problem and it is need global contribution to find a solution </AC> . </para-conclusion>","[(1, 29), (31, 53)]","[(5, 29), (33, 53)]","[(1, 4), (31, 32)]","['Claim', 'MajorClaim']",[],[]
13,68,prompt,<prompt> Gender Equality at university admission </prompt>,[],[],[],[],[],[]
13,69,intro,"<para-intro> Nowadays men and women are equally participating in every field . Contrastingly , in the past time , women worked at home and performed sophisticated work . This factor is still affecting thinking of many people . They still believe that in present time women must do such type of work only . This tendency enforces universities to accept student according to the gender . </para-intro>",[],[],[],[],[],[]
13,70,body,"<para-body> <AC> Universities should accept equal numbers of students of both genders </AC> . Initially , if we look into the fact , <AC> women have proved themselves in every field whether it is indoor or outdoor </AC> . For example , <AC> nowadays women are working in home as well as in the sky </AC> . <AC> They are acting as a good housewife and they are flying planes also </AC> . Furthermore , <AC> university authority must not be biased on ground of the gender discrimination </AC> . <AC> They must consider the academic record of the student as main criteria of admission </AC> . </para-body>","[(0, 12), (14, 37), (39, 55), (56, 71), (73, 88), (89, 105)]","[(1, 12), (23, 37), (42, 55), (57, 71), (75, 88), (90, 105)]","[(0, 0), (14, 22), (39, 41), (56, 56), (73, 74), (89, 89)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (1, 2), (1, 3), (0, 4), (4, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
